Comment,Time,Reply Count
Your content is always amazing and feeds my brain. Thank you for everything your team does!,2022-11-21T17:56:54Z,0
"Arabs: We did what you do, we did world cup, why you hate us?

World: Yeah you got it through bribery and you somehow got a ton of penatlies in your warm up games again rumoured through corruption/bribery and you've built it on slave labour, paying indian indentured servants to pretend to be fans of every country, shitty accommodation and banning alcohol the day before the competition isn't it. You're doing something but it isn't the world cup, it doesn't have the atmosphere or naturalness. It's so artificial and weird which only highlights how weird and different in a negative way you people are from the rest of the planet. Arabs are just plain weird and we should limit our interactions with them, their culture and their region.",2022-11-21T17:56:27Z,0
"That's Freaking real journalism is man!!

Kudos to you.🔥💥",2022-11-21T17:56:18Z,0
"These issues quite rightly so need to addressed, however if journalism 'REALLY CARED' for the migrant workers, this work of exposing the injustices done to them should of been done at the beginning of construction of the stadium, not 10 years later. Wisdom would say ""NOW IS NOT THE RIGHT TIME!""",2022-11-21T17:56:01Z,0
johnny why you louk suprize this is how modren world right now hard fact we know but this is reality,2022-11-21T17:55:41Z,0
"Wait! This has been going on for a minute, why the sudden exposure now. SMH. People always trying to catch the wave, especially YT saviour complex folks.",2022-11-21T17:55:30Z,0
"It’s it is not just 
The Qatari law, or the Qatari government, the agent and the agencies in the workers respective home countries. They are also included in this mess and completely responsible for the situation because they know and how conditions the person is going to walk in there and still they don’t inform to them that’s how will be your condition is there no they don’t inform they just make them a contract that’s it they don’t read it the contract to them so they can listen and they will know in what mess they are going and they just make them recruit. Take money from them and that’s it. They are also complete responsible for this.",2022-11-21T17:53:40Z,0
"I'm not watching a sec. of this World Cup. I don't want support this exploitation, and waste. Goddamn, outdoor airconditioning! I feel sad, I usually like to follow the world cup, but the bad taste this leaves is just too much..",2022-11-21T17:53:38Z,0
Reality of islamic countries. They are inhumans,2022-11-21T17:51:23Z,3
"@Aakash my name Islam doesn’t support terrorism, bad people do",2022-11-21T19:04:09Z,
@Saiful sKiNo islam support terrorism which is inhuman is'nt it?,2022-11-21T18:02:40Z,
"then blame the Countries and their governments/rulings, they have been that way.. don't blame Islam...",2022-11-21T18:00:02Z,
"It is heartbreaking to see this situation, and how the workers own home countries don't do anything about it either in terms of protection, how can your passport be confiscated by these so called ""employers""? It's clear most of these workers/slaves don't have access to education and are there because they were promised money. None of them seem to know where to go to ask for help, like a diplomatic mission - which must be non-existant. They're on their own. Meanwhile on the top spheres of power is all hush hush, many millions are changing hands at the cost of so many innocent lives, but who cares about them. Children who will grow up without a father. Qatari sheiks.... ruthless monsters.",2022-11-21T17:50:54Z,0
"Criticizing Qatar because of this is understandable and justified. Criticizing Qatar for its LGBT stance is just dumb, you know it's a Muslim country where Islam forbids homosexuality.",2022-11-21T17:50:42Z,0
"It's nothing short of an outrage to place the world cup in Qatar! Corruption and rotten sense of ethics, and legitimizing the regime there.",2022-11-21T17:50:35Z,0
"so… exactly the same as the Central Asian workers (uzbeks, kazakhs, tajiks…) have been treated in Russia for 25 years?
wonder where that documentary is on Youtube’s front page",2022-11-21T17:50:18Z,0
Basically they are similar with north Korea.. 🤣,2022-11-21T17:49:59Z,0
"This is really surprising, and very bad! Sounds like the factories in China that make almost everything out there from iPhones to Adidas shoes... This needs to stop!!",2022-11-21T17:48:51Z,0
Wow an American try to fix other countries. literally the country make other pay 70%+ tax,2022-11-21T17:47:54Z,0
I dont get why Qatar are so stingey with their money. They are sitting on an unlimited amount,2022-11-21T17:46:31Z,0
"I hope one day white people can also expose human rights violations by non Muslim countries like Israeli oppression of Palestine. I'm not saying its OK what happened in Qatar. But it's happening everywhere in some form.
So speak on every human right violation equally rather than portraying one country as bad just because they are Muslim.",2022-11-21T17:45:26Z,0
That's how the rich gets richer,2022-11-21T17:45:17Z,0
Yeah my brother has been there as an architect and the conditions there are really bad. This is not just happening in Qatar but all Arab countries do the same.,2022-11-21T17:44:37Z,0
"I highly appreciate the effort the team has taken to bring this to the world. Just one suggestion, it took the video 17 minutes to start exploring the topic of the video.
In my humble opinion, it's way too long and over dramatized till then, we want to see what's going on in Qatar. The entire first 17 mins of the video could have been easily condensed into a 3-4 mins pre context section.
Otherwise the overall content (from 17 mins onward was so enriching)",2022-11-21T17:44:00Z,0
"You left out the worst part: How the US and Europe with all the penchant for ""human rights"" know what happens in Qatar and elsewhere in the Middle East and not only does NOTHING but also takes billions from the slavers. The only reason Qatar ""won"" the right to host the World Cup , according to many people, is because they bribed FIFA. The whole world is complicit in this slavery.",2022-11-21T17:42:27Z,0
"I love football and the World Cup, but I will not watch it this year because of the inhumane treatment of people in Qatar. Thank you and your team, especially Raj for being the truth into the light.",2022-11-21T17:42:25Z,0
One of the best videos you’ve ever done Johnny. You’re awesome well done!,2022-11-21T17:42:22Z,0
"Even all of it is true even then it is nothing in front of prisoners of BAGRAM, GUANTANAMO BAY, ABU GHARIB, MILLIONS WHO DIED AS A RESULT OF HEINOUS ACTION OF SO CALLED CIVILIZED WORLD, WHO HAVE HOSTED WORLD CUP EVERY NOW AND THEN WITHOUT FACING ANY PROTESTS!",2022-11-21T17:42:12Z,0
"Unfortunately, this same trap is common in many rich  arab countries like UAE, kuwait and suadi Arabia.",2022-11-21T17:42:10Z,0
"Sad to see that western media is catching up with this story now. The number of Indian lives lost is innumerable. Also, most of these reports capture Bangladesh and Nepal as the main victims of this atrocity while Indians make up the mass of deaths. India doesn't fit in the Western narrative of things. Sad to see propaganda in reports trying to expose propaganda.",2022-11-21T17:41:27Z,0
"Johnny, as always you and your team are on point. Thank you so much for your hard work. Your videos are so important.",2022-11-21T17:39:33Z,0
"Good timing bro! I'll be right here if the World Cup is ever hosted in the US, Israel, or anywhere else where human rights is abused in front of the whole world yet people like you don't bat an eyelid! 😃",2022-11-21T17:39:19Z,2
"2026 at US, let's wait and see.",2022-11-22T21:43:13Z,
So true🙈,2022-11-21T22:57:39Z,
More truth about deeds of Qatar https://youtu.be/olLwLYGGxR0,2022-11-21T17:39:07Z,0
"I don't know why all of you  hate Qatar. you didn't speak about Russia and Brazil before. But because it is  Arab country you spoke like this. As well as it is trend content right now, So make more and more.",2022-11-21T17:38:31Z,0
"i’m a person from the middle east, and this absolutely sucks. this is common in most parts of the middle east, which is disgusting. I feel terrible for all the filipino and indian workers in there, may god bless you.",2022-11-21T17:38:23Z,0
All those who live in that blue box should go and take the world cuo trophy because it belongs to them.,2022-11-21T17:38:12Z,0
"make a story about the people of color getting killed in your own country, make a story about the shooting happening in your country, try to fix issue within your country, make a story about the illegal people staying in your country looking for a job or working without any protection from your own government, let's see what you can say about this subjects, then you can talk about Qatar.",2022-11-21T17:37:03Z,0
"Another propaganda video by Harris just like BBC did, instead of showing the opening ceremony they criticized Qatar like if they themselves are the angels of the world lol. Next world cup is in USA, I'll see how many people will make videos about the war crimes and their dark history. The only pain of some people is that how can a middle eastern country be so beautiful and rich and hold the biggest event?!!, how can they have approx ZERO crime rate in their country and how can they not accept what western cultural values in their country for one month (lgbtq, alcohol etc.). QATAR IS HOLDING THE BIGGEST EVENT, deal with it or stop watching football LOL.

P.S I'm not saying Qataris are angels LOL, the thing is, the time of all this propaganda just shows the obvious reasons and intention behind it.",2022-11-21T17:36:55Z,1
Facts bro... We will not see this when USA hosts the WC.,2022-11-23T14:39:14Z,
"""Send Dudes""
- Qatar",2022-11-21T17:36:45Z,0
If you want to be fair enough you need to look in every country what it happens in it what crimes they do did look at china what they doing to Muslims ???? Did you look at Palestine what you call it Israel????? I can give you a lot examples but of course you close ur eyes and your brain because you only inserted in Qatar and how they build their country I don’t say their right but to have all this attack go look goood what is happening in this world 🤷🏻‍♀️🤷🏻‍♀️🤷🏻‍♀️,2022-11-21T17:36:36Z,0
I HATE QATAR. YES ALOT DUE TO DISCRIMATION TOWARDS MEDICAL HISTORY VISA CANDIDATES. THESE ARE MIDDLE EAST DICTATORS,2022-11-21T17:36:33Z,1
"No, you hate Muslims.
And editing your comment doesn't change that, if not for you then many other indians who are currently at the forefront of bashing qatar bc they have another excuse to bash Muslims.",2022-11-21T17:37:07Z,
"The world and governments don’t care though, they’re literally afraid to offend anyone with a Islamic background.",2022-11-21T17:36:16Z,0
"I’m happy for Qatar 🇶🇦 
Congratulations Qatar 🇶🇦",2022-11-21T17:35:54Z,0
"exceptional video Johnny, this is what journalism is supposed to be",2022-11-21T17:35:52Z,0
Thankyou for speaking for people who can’t afford to do for themselves. The world needs to know how in gulf countries migrants workers are treated 😔,2022-11-21T17:35:03Z,0
Boycott qatar....,2022-11-21T17:34:59Z,0
Democrats never stopped supporting slavery.,2022-11-21T17:33:07Z,0
I sincerely don't understand what is the problem. What I see is a smart town planning.,2022-11-21T17:32:36Z,0
"Well .. duh.. who wants to show off their poor areas.. priveledged people want to ""inspect"" areas",2022-11-21T17:32:35Z,0
Thank you for this video!,2022-11-21T17:32:10Z,0
But Dubi did the samething and it wasn't highlight..,2022-11-21T17:31:13Z,0
"this is all great and that but excepting the exasperated, irritating and unnecessary b-roll lifted straight from i-carly, what's new here? what does this actually tell us that hasn't already been covered extensively? seems to have this impression that an enormous 'scoop' has been had but i mean... people watch the news right?",2022-11-21T17:30:21Z,0
"That job is extremely challenging, you can die, so don't pick that job...",2022-11-21T17:29:51Z,1
"Sometimes you don't really have a choice and you're desperate for any kind of cash flow. Then, you get swindled and now you're trapped.",2022-11-21T17:33:05Z,
Why so many people are going there to work like this? u didn't mention that. Then what kind of video is this......?,2022-11-21T17:29:51Z,0
"This is the first world cup where I am not supporting in any way, even watching on my TV from across the world.",2022-11-21T17:29:23Z,0
"We will make sure everyone is safe... says the man who thought he could just go there and walk around with a camera... you can't make sure those people are safe.

Those people would probably be jailed for life or even worse if they were caught. I know you're trying to expose the truth but you're also putting people at risk for your profit...",2022-11-21T17:28:02Z,0
"qatar is not a good example of how a muslim country should be, this is absolutely disgusting.",2022-11-21T17:27:57Z,0
"well, the workers abroad need the money, but don't forget that Qatar ALSO NEEDS the manpower. so this makes me wonder, what if there's no one outside of Qatar would want to work there to begin with? can they finish everything up in time? i would like to see the government's face when it knows that no outsiders would take the job while the time keeps ticking.",2022-11-21T17:27:42Z,0
Americans and Europeans love lecturing gulf Arab countries about human rights and yet women in America get paid less  than men including White House staffers. Police kill innocent black people and LGBT people get social benefits more than straight people and what’s worse is they support ISRAEL!!,2022-11-21T17:27:21Z,1
Stay mad 🇮🇱,2022-11-21T17:28:39Z,
I get the sense you didnt get deep enough with this video. I feel like all of this was a known and your team didnt really do much but spot light the human rights issues.,2022-11-21T17:26:31Z,0
This video is like searching for nuggets of gold in a pile of shit. It didn't have to be this long.,2022-11-21T17:26:29Z,1
I don't care about the story of you filming the story. I care about the story of Qatar and its foreign labor.,2022-11-21T17:29:53Z,
"Glad u put a spotlight on this, cuz this has been going on from the beginning. It's j those n power dont want u to know. n wut r u gonna do? stop watching, chea right.",2022-11-21T17:26:26Z,0
I won’t be watching any World Cup.  I won’t watch liv golf either.   They can keep it.,2022-11-21T17:26:13Z,0
"Funny thing is, yall know about this shit and but never disclose this before... Its only when Qatar made some rules for visiting their country that offended the western media and now they are outing all this... Not denying middle east has issues with labor practices, but yall western mfs dont care unless yall gain something out of it... Better preach this same shit in your own western countries before coming at others...",2022-11-21T17:26:10Z,0
"Cool story, but the way you told it feels so scripted and fake. Like at the start of the video you present this zoning map like an innocent finding and don't know what's it about, when later in the video the same map comes up as the map with clear purpose and you probably faked trying to figure out why the zones are like how they are. Then you ask the dude if you could fly the drone and I'm sure even before you asked you already knew that you couldn't and the reaction that they use nets to catch is ingenuine. And the whole thing feels scripted and then you start to question what is true and what more did you set up just for the sake of the video. Got to say it was more annoying to watch than pleasurable.",2022-11-21T17:24:47Z,0
Boycott this World Cup!!!!,2022-11-21T17:24:20Z,0
The video quality is beyond words .I wish I could support you but I don't have enough money but soon I will it's premium content,2022-11-21T17:23:39Z,0
"Johnny, thank you for reporting on this complex issue. This isn’t only exclusive to Qatar though. I live in one of the gulf countries, and the treatment of working labor is horrendous. 

There is also a very common problem in the Middle East in general which is pedophilia and the molestation of children, it’s insanely common and no reporting is happening for it. I’d love to help you if you ever consider reporting on this issue. I’m definitely not a journalist, but if you wanna talk about it, I’d be more than happy to help. I really think someone needs to shed some light on this problem. 

Thanks for the great video as always :)",2022-11-21T17:22:53Z,0
"I love the hypocrisy of westerners, they criticise the gulf Arab countries like Qatar and Saudi Arabia for “human rights violations” and yet I see many westerners work and live in Saudi Arabia and Qatar. If you westerners really have principles you wouldn’t go there for work",2022-11-21T17:22:34Z,3
Two wrongs doesn't make a right,2022-11-21T17:49:45Z,
Aloha snackbar.,2022-11-21T17:30:27Z,
ikr,2022-11-21T17:24:48Z,
We need one about the UAE,2022-11-21T17:22:21Z,0
"Weird thing is, how USA and EU point out at us at Balkans, how we need to give more rights to LGBT persons, Russia also, how China and North Korea must give more freedom and less censor media to their people. But at same time no one officialy mention this people, workers in Qatar, human rights in Saudi Arabia. Wonder why? Looks like double standards, some people worth less.",2022-11-21T17:21:41Z,0
"Love your videos but the first half was sooo slow, interesting circumstances but not surprising in the least I don’t need 15 mins saying the same thing over or going over your last video",2022-11-21T17:21:31Z,0
"I live in Qatar, can confirm that minimum wage de facto slaves are used to build everything",2022-11-21T17:19:26Z,0
This is modern day slavery,2022-11-21T17:18:36Z,0
Great Journalism!,2022-11-21T17:17:12Z,0
John Olivers most recent segment on Qatar - https://www.youtube.com/watch?v=UMqLDhl8PXw&t=7s,2022-11-21T17:16:50Z,0
"Thank you Johnny for what you do, you are truly one of the best Youtubers",2022-11-21T17:16:41Z,0
"Love the information and story (great job!), but Lordy half the video is frenetic glamor shots of Jonny, lol.",2022-11-21T17:16:22Z,0
So don't come to us🤷🏻‍♀️,2022-11-21T17:15:09Z,0
Dude this is happening in every single country so don't act like if Qatar is the villain.,2022-11-21T17:14:22Z,3
"@StarShineAnimation doing the opposite is also wrong, two wrongs doesn't make a right",2022-11-21T17:50:42Z,
"@AmishTurtle Honestly, I don't believe there is a perfect country. We all have flaws, but accusing a country of being terrible and overlook the rest is wrong.",2022-11-21T17:38:28Z,
"Cope and seethe. Qatar, UAE and Dubai are the worst aspects of Islam and capitalism.",2022-11-21T17:23:39Z,
You should do an episode about Dubai. They have the same zoning system and Qatar actually learned from them. I worked there for a couple of years and went inside the labor camps and saw it with my own eyes. Just devastating.,2022-11-21T17:13:49Z,6
True,2022-11-23T00:30:38Z,
@MMXXII There is no ummah when you treat your own muslim brothers like chattle.,2022-11-22T23:25:43Z,
Why do you think the wast majority of the Muslims are defending Qatar so desperately?,2022-11-22T21:47:08Z,
"@MMXXII don't know about your ummahh and chumma, Ahmad has lived a life you can't imagine, Does your religion take away voice of such people?",2022-11-22T20:33:32Z,
@MMXXII are u dumb.,2022-11-22T20:06:50Z,
"Being a Muslim you are saying this
What about the Ummah 22n22",2022-11-22T16:52:43Z,
"23:35 that hand held shower thingy is called Hand Faucet, it is placed to the right of Water closet, in the East we use that to clean our bums after taking a dump. Those poor workers were forced to use it to wash their cooking utensils!! This is beyond shocking. No human deserves to be treated that way. Sad...",2022-11-21T17:13:38Z,0
"Blame your poverty and your own country, workers are suffering everywhere in the world
Hypocrite world",2022-11-21T17:13:05Z,1
"Seethe some more, your country is a shit stain on the world map.",2022-11-21T17:17:58Z,
Something is Off about this WC,2022-11-21T17:12:26Z,0
"thank you for making the video. this is heartbreaking, and we should know about it,",2022-11-21T17:11:37Z,0
"""The opinion and the other opinion الرأي والرأي الآخر"" this is the slogan of Al Jazeera (Qatar news channel). and one of the basic principles of journalism! 

👋 Where is the other opinion ⁉

This is not an investigative journalism! this is part of propaganda against ""Successful Arab Muslim Country"" you just ride that trend wave!

I watched couple videos for you before and subscribed to you, but this a big mistake! I would never trust your investigations ""Unsubscribing..""",2022-11-21T17:11:23Z,0
"Imagine: a worker seeing the world cup stadium's fireworks in the skyline, knowing everyone is enjoying and celebrating in unity, except them. They were the main reason for others being able to attend a world cup and are excluded. Aren't given tickets and can't afford one either. I know that is the least of their concerns but imagine working so hard on something that you cannot be a part of. How heartbreaking to know how much enjoyment everyone is having at the event, yet you don't even get treated like a real person and face no enjoyment at all in your life anymore. Treated like some rats that are capable of building things.

It is bewildering to hear some government officials lying about how good the worker's conditions are and are encouraged to check out facilities for others to see for themselves, yet it is literally impossible to enter these areas and is far from the truth. Yet when government officials are confronted, they go silent, and no one forces them to give a reason. It's just because they can please to do whatever they want.",2022-11-21T17:11:13Z,0
For independent journalism.,2022-11-21T17:09:58Z,0
could you make this shit any more dramatic and unwatchable with your awful acting???? interesting and serious topic ruined by clown behavior,2022-11-21T17:09:54Z,0
So rare to see real journalists doing real journalism. I love how you operate free of any political leanings with your content.,2022-11-21T17:09:36Z,0
christian prince✝️vs☪️👌utube,2022-11-21T17:09:28Z,0
Great story. The edits need to cut the fluff. I feel this is very important but it takes so long to get to the actual discovery…,2022-11-21T17:07:31Z,0
"Quick question, are you allowed to travel back to Qatar? I'm just wondering",2022-11-21T17:07:20Z,0
"Pay your workers, Qatar. Pay reparations to the widows and their children, Qatar. Respect human rights, Qatar. 
Or God will demolish everything you build until you repent",2022-11-21T17:07:12Z,0
Why don’t you talk about USA England and the whole of Europe for doing the same thing even worst using kids for clothes in Asian to gold mining in Africa,2022-11-21T17:06:53Z,1
Because they had to make Qatar look bad because they don't allow the LGBTQ,2022-11-21T17:18:45Z,
This guy dragged old news into 32 minutes. A 5 minute Google search gives you all this and more. This has been going on for decades.,2022-11-21T17:05:41Z,0
"Qatar should not have had the world cup, their football team has no actual native all paid. It should be dubai (where I am) it has the facilities for this stuff",2022-11-21T17:05:40Z,0
Johnny you’re like years late on this topic. I been in and out of Dubai doing business for the last 15yrs. There’s been slaves there forever. How else would all these incredible things be built.,2022-11-21T17:05:24Z,0
What USA doesn't want the world to see...,2022-11-21T17:05:04Z,0
"No one knows with certainty how many people have been killed and wounded in Iraq since the 2003 United States invasion. However, we know that between 184,382 and 207,156 civilians have died from direct war related violence caused by the U.S., its allies. 
dose those people who your country killed has no rights?",2022-11-21T17:03:25Z,0
We can always trust Al Jazeera to uncovered this story. If it wasn't funded by the Qatari government themselves.,2022-11-21T17:03:07Z,0
It’s same situation in the USA and every developing country. you just can’t blame quatar. It’s a global issue.,2022-11-21T17:02:56Z,0
"then she looks at me with a blank stare when I ask ' WHAT DO YOU BRING TO THE TABLE?""",2022-11-21T17:02:33Z,0
People acting like most countries don’t do this also,2022-11-21T17:01:59Z,0
2:20 chk 9:37,2022-11-21T17:01:26Z,0
"All the Indian looking here don’t be shocked when he makes video on Kashmir and How India govt is killing Human rights and what not, when It is so Untrue. But west media will bring their propaganda.",2022-11-21T17:01:12Z,0
"Johnny is good at making a story bigger than it is.
Nations do and always have been exploiting cheap labour. Sometimes calling it NAFTA, sometimes outsourcing it in China. Bottom line is, all those workers go willingly and help their nations.
If anything, Qatar is just less covert about the nature of things.",2022-11-21T17:00:55Z,0
"It is not just Qatar. I have visited the UAE many, many times in the course of my job and they do the same thing. On the outskirts of Dubai in the desert there are hundreds of what can only be described as barracks for foreign workers. They always have high walls or fences around them. You don't see the workers anywhere else but the construction sites they work on. The majority of white collar workers are European but they can live wherever they want and are all on fantastic wages. The Arabs themselves do absolutely nothing.",2022-11-21T17:00:48Z,0
#banQatar,2022-11-21T17:00:33Z,0
"Try watching "" Arabi kadha "" malayalam movie which shows how the middle east workers gets fckd .",2022-11-21T17:00:27Z,0
You’re so full of yourself 😂,2022-11-21T17:00:25Z,0
presentation skills on top 💫✨,2022-11-21T17:00:03Z,0
"There is a song about Diego Maradona, written by Manu Chao, in which he's referring how Diego have been saying for the last 30+ years that FIFA is corrupt to its core. And remember how they were treating Maradona... who was right about Fifa all the time. 

""Si yo fuera Maradona saldría en Mondovision
Pa' gritarles a la FIFA que ellos son el gran ladrón"" 

Rest in peace Diego. 🙏

https://youtu.be/A0KCbZ7L17I",2022-11-21T16:59:59Z,0
"Not just Nepalese but also Indian and Filipino ...modern day slavery. When will we hold the Middle East, China and the governments of these slaves accountable for their slave trade and exploitation ?????",2022-11-21T16:59:53Z,0
No gays in Qatar mthr fkr. Suddenly you found Qatar is horrible place !!,2022-11-21T16:59:22Z,0
Just because its a Muslim country you f@tass,2022-11-21T16:58:22Z,0
News flash guys this is what America does to Mexicans,2022-11-21T16:58:11Z,0
My heart aches while seeing these things happening in 2022 and no one cares literally no one gives a damn for people who make these cities,2022-11-21T16:57:56Z,0
Wow,2022-11-21T16:57:07Z,0
"Hey Johnny I'd like to narrate you a incident similar to this-
My uncle and his friend were the part of the high class community in bahrain 🇧🇭. As told by him, they are treated like inferiors. Recently a tragedy happened, my uncle's friend died mysteriously by having lunch in a cafe. But the state Police Department refused to take any action claiming that it was his fault.",2022-11-21T16:57:05Z,1
Doesn’t that happen everywhere?? This show a when your black and work in a white managed company,2022-11-23T05:01:06Z,
"I'm not surprised by this. It also happens to Indonesian workers, mostly are women. They have the promise earlier to get the high salary by taking care of families, kind of like nursing. Most of the criminal are from Saudi Arabia. I said criminal bcs hey they got women, whom position is lower than men based on their belief. The women got the bad treatment, raped, and tortured. The biggest case was the death sentence without prior notification to Indonesia embassy, Tuti Tursilawati. She was forced to had sex with the man of the house, and defended herself. 

I'm not surprised of how Middle East treats most of the Asian people because it's not new for me. I don't say in other countries are all saint, but I just don't like the people keep defending this and then said Islamophobia. Just because I have a part to care about humanity, it doesn't mean everything should be labelled as islamophobia. Every religion has their shit to clean, but this one... I am speechless.",2022-11-21T16:55:49Z,0
"And Qatar calls themselves world class country of rights and safety they are in deep trouble now bunch of liars
By the time the tournaments are over qatar's reputation that they are trying to preserve will look just like the sewage pods in these areas
Saudi Arabia and emirates are not excluded they have the same exact system too !!",2022-11-21T16:55:40Z,0
"Moreover they have invited terrorist Zakir Naik in inagrual of WC. Zakir Naik is a absconding wanted criminal in India, Bangladesh and Sri Lanka",2022-11-21T16:55:34Z,0
"Qatar is actually representing what Arabic peninsula actually look like. It also happened in UAE, Kuwait and other oil Arab countries. For the migration workers, even they received the high paid, but they live in segregate community. Unlike in southeast Asia, Like Malaysia and Singapore, you could meet them anywhere, which mostly in urban area in Malaysia. they even able running a business, like retail, service, restaurant and other business.

But, in Arab countries, you wouldn't see them at domestic area. It just like some countries in Europe, which they could not accept outsider or foreigners in thier community.",2022-11-21T16:55:25Z,1
Which countries in Europe are you talking about?,2022-11-22T22:11:43Z,
Will support news room ❤❤❤❤!!,2022-11-21T16:55:25Z,0
They don't hide nothing just you're typical white mind think you're better than everyone,2022-11-21T16:53:33Z,0
why western are always behind us(Islam)????,2022-11-21T16:52:50Z,0
"My issue with the newsroom pitch is that he isn’t wearing the orange jacket in the picture,SMH",2022-11-21T16:52:13Z,0
Love the information but hate the Bullshit ADHD drama style acting scenes in the beginning,2022-11-21T16:51:35Z,0
"Hi Johnny, it's not just a mistake of these hierarchy, but also the Nepal government, we have very unstable government and they are exploiting poor people and forced them to go to middle East countries. The situation here is very bad.",2022-11-21T16:51:34Z,0
"Congratulations.  I had watched your video & it was already in my consciousness 20 hours before Democrarcy Now's report.  I consider Democracy Now a seminal independent news program crossing generations.💥
What a boon for your team!💪",2022-11-21T16:50:38Z,0
Amazing job exposing the truth! It will be great to do this with Cyprus and the situation with the Turkish invasion and capture since 1974 occupying half the island. That was with the help of the UK and American governments. It's a good story to attack and expose the truth.,2022-11-21T16:50:14Z,0
Are you and John Oliver friends? Lol I love your videos,2022-11-21T16:49:54Z,0
"I usually like your edits. I appreciate the hard work that happens for your journalism, but the edits showing you stressed and struggling comes off overdramatized for an already dramatic situation.",2022-11-21T16:49:48Z,0
This is HBO VICE level... Keep it up,2022-11-21T16:48:37Z,0
why all focus on qatar only ...also show the true face of Europe...,2022-11-21T16:48:34Z,0
This is not journalism. It is acting.,2022-11-21T16:48:08Z,0
Yeah fifa doesn’t care they turned the blind eye,2022-11-21T16:46:34Z,0
"This is german not qatar 
Tuugo waalan gaaalo",2022-11-21T16:45:48Z,0
1:58 why use that still image for the call participants lol?,2022-11-21T16:45:24Z,0
Awesome job Johnny! Thanks for this amazing journalism.,2022-11-21T16:43:43Z,0
"Imagine being that guy that lives in Johnny's walls and secretely looks at him, and then a month later all of the sudden he grabs you through the wall into his room and says ""Hey, I need you to see something"" and shows you a ton of maps and documents",2022-11-21T16:43:07Z,0
"It's unbelievable how, in this ""modern"" society, people are still dehumanized in such ways, and most countries just ignore it because they prefer to be in these place's white list.",2022-11-21T16:42:07Z,0
"It's not only about people from Philippines, India, Nepal, Afghanistan, i know people from other arabic countries like Egypt, morocco, ... who's betrayed badly in Qatar , except Khaliji people (Kuwait, Qatar, UAE, KSA) .. they live an amazing life just between ...",2022-11-21T16:42:05Z,0
"Thought you was going to bring new information Johnny. 😢. Man exploits man, that’s how any ‘first nation’ came up. One day will learn to treat each other better. It’s not about color it’s about money.",2022-11-21T16:42:03Z,0
"We are all paying our share to help sustain this horror. Next time you're filling up at the gas station, think where your money is going.",2022-11-21T16:41:35Z,0
"interesting choice of name raaz , it translates to secret.",2022-11-21T16:41:22Z,0
You mean Slavery still exists?,2022-11-21T16:41:18Z,1
Yep unfortunately,2022-11-21T16:47:38Z,
The only way this will stop is if foreign workers stop going there.,2022-11-21T16:41:15Z,0
"Wtf this video is about? Half of this video is just some preparation shit thats boring.
And the other half is explaning immigrants working in another country.

Whats the point? Promote that sponsor crap inbetween?",2022-11-21T16:41:02Z,1
U won't understand their life anyway,2022-11-21T16:48:13Z,
Love your reporting!!!! Be safe ❤,2022-11-21T16:41:00Z,0
Jealous people of the Arab world😊 May god protect Qatar,2022-11-21T16:40:05Z,0
"Israeli oppressing Palestinians
West: no problem
Qatar : problem",2022-11-21T16:39:26Z,0
Video starts at the 20:00 mark,2022-11-21T16:39:23Z,0
"Dubai does the same thing.  They take their workers' passports, pay them crap and shove them into the little ghetto parts of the city you don't see.  Ahh, and people say America treat our immigrants bad...",2022-11-21T16:38:12Z,0
"""workers can't change their jobs without the permission of their employers"". With L1 American visa,  they can't even change even 'with' the 'permission' (aka if one gets fired). We even have a name for it ; visa-stress.",2022-11-21T16:38:09Z,0
Lol those workers get 10 times more what they get paid in their country ofcourse there’s risk to life like in any other job don’t get the constant proganda like shows on other countries but when it comes to USA you lot are quite like a kitten,2022-11-21T16:38:05Z,0
"Hmm... good that you made a video on this. Its good that the world sees what is happening, so the more content on it the better

Having said that, while I am a big fan of your editing and writing style, I feel your videos are getting hollower and hollower. There was basically nothing new in this video. We all know the working conditions for the people, we all knew their living conditions, we all knew they are not allowed to mingle with the locals... so I don't know where the 'I did not expect this'  comes from in the end. What is so surprising?",2022-11-21T16:37:39Z,0
I hope the world switches to green energy as soon as possible so that these Arab brutes go back to selling fish and dates and chopping off each others heads!,2022-11-21T16:37:33Z,0
That is the cost of maintaing a clean country image and industrialization. Someone's gotta do the dirty work.,2022-11-21T16:36:49Z,0
this is horrible,2022-11-21T16:36:35Z,0
Ur face Qatar don't want that..,2022-11-21T16:36:31Z,0
Who cares,2022-11-21T16:35:36Z,0
I love how you almost correctly pronounce Bangladesh at 17:44.,2022-11-21T16:35:10Z,0
"WorldCup in Russia 2018: no problem
Olympic in China: no problem
World Cup in Qatar: problem",2022-11-21T16:35:08Z,0
"Boycot this world cup, this is happening in fucking 2022!!!!",2022-11-21T16:34:41Z,1
China is in olimpics bro,2022-11-21T17:04:47Z,
"LOVED how much of this video showed the process and people behind the stories being made. You’ve said this is a developing story, and it really felt like we were with you as it was developing. Felt like a nod to your early videos having others involved on screen like Iz and others. Really appreciate that you showed that side of things

Also, of course, incredible job reporting in this. This is something that needs to be told, and like you said, I feel your format of journalism is in a unique position to cover this how it needs to be covered. Really appreciate it",2022-11-21T16:32:52Z,2
@Prussian Blue Fair criticism,2022-11-23T02:04:43Z,
